None,coid,mdate,key3,district_id,district,tsign,tsign_fg,location,road_fg,coord_x,coord_y,land,build,berth,land_area,zoning,zoning_fg,ncity_z,ncity_z_fg,land_use,land_use_fg,rent_floor,rent_up_ll,rent_single,tot_floor,top_floor,bstate,bstate_fg,mainuse,mainuse_fg,matl,matl_fg,build_dd,room_age,build_area,room,hall,health,compart,mgt_com,furn,berth_tp,berth_tp_fg,berth_area,tot_prc,unit_prc,berth_prc,rmk,ann_date,abnorm_td,abnorm_loc,abnorm_prc
1447,E,2021-10-12 00:00:00+00:00,RPSRMLRLIIGGFCE38CC,小港區,812,土地,A,孔宅段1036地號,,,,2,0,0,560.53,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,8.0,0.0,0.0,租金含稅。,2021-12-13 00:00:00+00:00,,,
1448,E,2021-10-12 00:00:00+00:00,RPTNMLSJJIGGFIE68CC,仁武區,814,土地,A,豐禾段690地號,,,,1,0,0,39.33,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.5,0.1,0.0,租賃部分土地約130平方公尺。含增建或未登記建物。,2021-12-24 00:00:00+00:00,,,
1449,E,2021-10-12 00:00:00+00:00,RPWNMLOKIIGGFFE28CC,梓官區,826,土地,A,梓義段414地號,,,,1,0,0,300.08,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,12.6,0.0,0.0,含增建或未登記建物。；承租地坪約300坪，承租未保存登記建物約300坪,2021-12-01 00:00:00+00:00,,,
1450,E,2021-10-14 00:00:00+00:00,RPPOMLTJJIGGFLE78CC,大寮區,831,土地,A,翁公園段二小段4868地號,,,,1,0,0,110.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.3,0.0,0.0,含增建或未登記建物。；實際承租地坪約110坪，未保存登記建物約115坪,2021-12-24 00:00:00+00:00,,,
1451,E,2021-10-14 00:00:00+00:00,RPSPMLPKIIGGFIE48CC,鳥松區,833,土地,A,美德段34-9地號,,,,1,0,0,225.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.5,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為225坪2. 承租未保存登記建物約為190坪,2021-12-01 00:00:00+00:00,,,
1452,E,2021-10-14 00:00:00+00:00,RPUOMLOKIIGGFGE28CC,鳳山區,830,土地,A,牛潮埔段147-2地號,,,,3,0,0,318.23,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.3,0.0,0.0,含增建或未登記建物。；,2021-12-01 00:00:00+00:00,,,
1453,E,2021-10-15 00:00:00+00:00,RPQPMLSKIIGGFIE58CC,仁武區,814,土地,A,仁新段999-3地號,,,,1,0,0,65.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.8,0.1,0.0,含增建或未登記建物。；1. 實際承租地坪約為65坪2. 承租未保存登記建物約為65坪,2021-12-01 00:00:00+00:00,,,
1454,E,2021-10-16 00:00:00+00:00,RPPOMLMKJIGGFLE18CC,林園區,832,土地,A,溪州段二小段3513-12地號,,,,2,0,0,40.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.6,0.0,0.0,含增建或未登記建物。；1.實際承租地坪約40坪2.未保存登記建物約40坪,2022-01-01 00:00:00+00:00,,,
1455,E,2021-10-18 00:00:00+00:00,RPVNMLSKIIGGFFE58CC,燕巢區,824,土地,A,安南段25-2地號,,,,2,0,0,1090.2,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,8.8,0.0,0.0,,2021-12-01 00:00:00+00:00,,,
1456,E,2021-10-19 00:00:00+00:00,RPUQMLPLIIGGFBE18CC,新興區,800,土地,A,新興段四小段1501地號,,,,1,0,0,50.82,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.0,0.1,0.0,含增建或未登記建物。；建物未保存登記,2021-12-13 00:00:00+00:00,,,
1457,E,2021-10-19 00:00:00+00:00,RPVNMLLKJIGGFCE67CC,小港區,812,土地,A,高松段54-4地號,,,,3,0,0,1089.91,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,12.5,0.0,0.0,含增建或未登記建物。；1.承租未保存登記建物約40坪,2022-01-01 00:00:00+00:00,,,
1458,E,2021-10-20 00:00:00+00:00,RPSOMLMLIIGGFBE47CC,新興區,800,土地,A,大統段二小段312地號,,,,1,0,0,169.1,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,8.5,0.1,0.0,含增建或未登記建物。；,2021-12-13 00:00:00+00:00,,,
1459,E,2021-10-21 00:00:00+00:00,RPSQMLMLIIGGFIE38CC,大社區,815,土地,A,林邊段395地號,,,,1,0,0,45.0,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.8,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為45坪2. 承租未保存登記建物約為40坪,2021-12-13 00:00:00+00:00,,,
1460,E,2021-10-21 00:00:00+00:00,RPXPMLMLIIGGFIE78CC,鳥松區,833,土地,A,松埔段1155地號,,,,1,0,0,20.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,0.3,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為20坪2. 承租未保存登記建物約為20坪,2021-12-13 00:00:00+00:00,,,
1461,E,2021-10-22 00:00:00+00:00,RPOPMLTJJIGGFAE67CC,鼓山區,804,土地,A,鼓中段四小段881-19地號,,,,2,0,0,16.41,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,0.6,0.0,0.0,含增建或未登記建物。；本租賃有未登記建物，門牌是~高雄市鼓山區鼓山二路45巷11弄21號,2021-12-24 00:00:00+00:00,,,
1462,E,2021-10-22 00:00:00+00:00,RPQNMLTLIIGGFJE68CC,路竹區,821,土地,A,大仁段617-7地號,,,,1,0,0,114.35,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,10.0,0.1,0.0,日後會搭鐵皮廠房.辦公倉庫用,2021-12-13 00:00:00+00:00,,,
1463,E,2021-10-22 00:00:00+00:00,RPWNMLSLIIGGFIE09CC,鳥松區,833,土地,A,大丘園段372地號,,,,4,0,0,1574.09,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.5,0.0,0.0,含增建或未登記建物。；地上有標的物，建坪約90坪。,2021-12-13 00:00:00+00:00,,,
1464,E,2021-10-22 00:00:00+00:00,RPWOMLPLIIGGFIE88CC,大社區,815,土地,A,圳觀段23地號,,,,1,0,0,102.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.5,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為102坪2. 承租未保存登記建物約為80坪,2021-12-13 00:00:00+00:00,,,
1465,E,2021-10-23 00:00:00+00:00,RPXOMLMKJIGGFCE08CC,前鎮區,806,土地,A,草衙段一小段668地號,,,,1,0,0,13.59,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.8,0.1,0.0,含增建或未登記建物。；,2022-01-01 00:00:00+00:00,,,
1466,E,2021-10-23 00:00:00+00:00,RPXRMLQLIIGGFEE98CC,楠梓區,811,土地,A,土庫段二小段179地號,,,,2,0,0,162.14,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.0,0.0,0.0,,2021-12-13 00:00:00+00:00,,,
1467,E,2021-10-26 00:00:00+00:00,RPWNMLQLIIGGFIE88CC,仁武區,814,土地,A,仁新段1459地號,,,,1,0,0,400.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,14.0,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為400坪2. 承租未保存登記建物約為350坪,2021-12-13 00:00:00+00:00,,,
1468,E,2021-10-29 00:00:00+00:00,RPOQMLOJJIGGFFE77CC,燕巢區,824,土地,A,鳳雄段215地號,,,,2,0,0,120.09,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.5,0.0,0.0,含增建或未登記建物。；承租地坪約120坪，承租未保存登記建物約80坪,2021-12-24 00:00:00+00:00,,,
1469,E,2021-10-29 00:00:00+00:00,RPQPMLMJJIGGFEE57CC,左營區,813,土地,A,菜公段四小段1013地號,,,,1,0,0,2.72,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,0.7,0.3,0.0,租賃範圍不含車位，且無法區分車位面積。；,2021-12-24 00:00:00+00:00,,,
1470,E,2021-10-29 00:00:00+00:00,RPRNMLPKJIGGFEE87CC,左營區,813,土地,A,新光段221地號,,,,1,0,0,78.46,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.0,0.1,0.0,,2022-01-01 00:00:00+00:00,,,
1471,E,2021-10-29 00:00:00+00:00,RPSOMLPKJIGGFLE78CC,林園區,832,土地,A,潭頭段2143地號,,,,1,0,0,693.63,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.8,0.0,0.0,含增建或未登記建物。；1.承租含未保存登記建物約50坪,2022-01-01 00:00:00+00:00,,,
1472,E,2021-10-30 00:00:00+00:00,RPUOMLPKJIGGFLE98CC,林園區,832,土地,A,潭頭段2143地號,,,,1,0,0,693.63,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,12.0,0.0,0.0,含增建或未登記建物。；1.承租未保存登記建物約200坪,2022-01-01 00:00:00+00:00,,,
1473,E,2021-10-30 00:00:00+00:00,RPWOMLLJJIGGFGE18CC,大樹區,840,土地,A,中興段235-1地號,,,,1,0,0,13.93,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.3,0.1,0.0,含增建或未登記建物。地上有標的物，門牌為高雄市大樹區建村街26巷12號。,2021-12-24 00:00:00+00:00,,,
1474,E,2021-11-01 00:00:00+00:00,RPQNMLTJJIGGFLE78CC,大寮區,831,土地,A,翁公園段二小段4542地號,,,,1,0,0,249.99,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,7.5,0.0,0.0,租賃部分土地約826.4平方公尺。含增建或未登記建物。,2021-12-24 00:00:00+00:00,,,
1475,E,2021-11-01 00:00:00+00:00,RPRPMLMKJIGGFGE97CC,鳳山區,830,土地,A,新甲段131-30地號,,,,1,0,0,57.0,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.5,0.1,0.0,含增建或未登記建物。；,2022-01-01 00:00:00+00:00,,,
1476,E,2021-11-01 00:00:00+00:00,RPWNMLLKJIGGFFE08CC,彌陀區,827,土地,A,彌港段539地號,,,,1,0,0,566.2,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.0,0.0,0.0,,2022-01-01 00:00:00+00:00,,,
1477,E,2021-11-02 00:00:00+00:00,RPUOMLTJJIGGFAE18CC,鼓山區,804,土地,A,青海段512地號,,,,1,0,0,288.15,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,22.0,0.1,0.0,,2021-12-24 00:00:00+00:00,,,
1478,E,2021-11-05 00:00:00+00:00,RPQNMLMKJIGGFLE18CC,大寮區,831,土地,A,赤崁段潮州寮小段4876地號,,,,1,0,0,99.83,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.7,0.0,0.0,租賃部分土地約330平方公尺。含增建或未登記建物。,2022-01-01 00:00:00+00:00,,,
1479,E,2021-11-06 00:00:00+00:00,RPPNMLRLJIGGFDE87CC,三民區,807,土地,A,中都段三小段954地號,,,,1,0,0,24.5,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.3,0.1,0.0,,2022-01-11 00:00:00+00:00,,,
1480,E,2021-11-10 00:00:00+00:00,RPPOMLKMJIGGFLE18CC,大寮區,831,土地,A,磚子9bf七段2100地號,,,,1,0,0,489.14,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,11.0,0.0,0.0,承租未保存登記建物約405坪,2022-01-11 00:00:00+00:00,,,
1481,E,2021-11-10 00:00:00+00:00,RPQOMLMKJIGGFCE37CC,前鎮區,806,土地,A,瑞隆段一小段469-11地號,,,,2,0,0,26.32,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.5,0.1,0.0,含增建或未登記建物。；,2022-01-01 00:00:00+00:00,,,
1482,E,2021-11-10 00:00:00+00:00,RPTOMLNLJIGGFIE48CC,大社區,815,土地,A,圳觀段440地號,,,,1,0,0,400.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,16.0,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為400坪2. 承租未保存登記建物約為368坪,2022-01-11 00:00:00+00:00,,,
1483,E,2021-11-11 00:00:00+00:00,RPPPMLTJKIGGFIE68CC,大社區,815,土地,A,保社段19地號,,,,2,0,0,1281.24,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.0,0.0,0.0,租賃面積約為150坪,2022-01-21 00:00:00+00:00,,,
1484,E,2021-11-11 00:00:00+00:00,RPPQMLMKJIGGFFE77CC,橋頭區,825,土地,A,內庄段106地號,,,,1,0,0,50.0,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.3,0.0,0.0,含增建或未登記建物。；承租地坪約50坪，承租未保存登記建物約50坪,2022-01-01 00:00:00+00:00,,,
1485,E,2021-11-12 00:00:00+00:00,RPOPMLQKJIGGFBE57CC,苓雅區,802,土地,A,意誠段231地號,,,,2,0,0,91.36,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,8.0,0.1,0.0,＊本案建物為未保存登記建物。＊自民國110年11月15日起至民國110年12月29日止為裝潢期免收租金，期間所產生之水、電費由乙方負擔，裝潢期間若反悔不租，應賠償甲方一個月租金，作為懲罰性違約金。,2022-01-01 00:00:00+00:00,,,
1486,E,2021-11-12 00:00:00+00:00,RPROMLPKJIGGFDE87CC,三民區,807,土地,A,灣興段56地號,,,,2,0,0,140.0,工業區,03,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.0,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為140坪2. 承租未保存登記建物約為100坪,2022-01-01 00:00:00+00:00,,,
1487,E,2021-11-15 00:00:00+00:00,RPOOMLRKJIGGFJE38CC,阿蓮區,822,土地,A,崙子頂段3294地號,,,,1,0,0,60.0,,,特定農業區,11,甲種建築用地,01,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.9,0.0,0.0,地上有未保存登記之建物,2022-01-01 00:00:00+00:00,,,
1488,E,2021-11-15 00:00:00+00:00,RPPOMLRKJIGGFLE68CC,大寮區,831,土地,A,農場段124-65地號,,,,1,0,0,132.91,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.7,0.0,0.0,含稅金。含增建或未登記建物。,2022-01-01 00:00:00+00:00,,,
1489,E,2021-11-15 00:00:00+00:00,RPQNMLOLJIGGFFE87CC,橋頭區,825,土地,A,筆秀段79地號,,,,1,0,0,349.99,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,12.0,0.0,0.0,含增建或未登記建物。；承租地坪約350坪，承租未保存登記建物約310坪,2022-01-11 00:00:00+00:00,,,
1490,E,2021-11-15 00:00:00+00:00,RPROMLSKJIGGFIE68CC,仁武區,814,土地,A,仁龍段250地號,,,,3,0,0,519.96,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,15.0,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為520坪2. 承租未保存登記建物約為480坪,2022-01-01 00:00:00+00:00,,,
1491,E,2021-11-15 00:00:00+00:00,RPUOMLQKJIGGFIE78CC,仁武區,814,土地,A,永和段1086-2地號,,,,1,0,0,190.0,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.8,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為190坪2. 承租未保存登記建物約為190坪,2022-01-01 00:00:00+00:00,,,
1492,E,2021-11-15 00:00:00+00:00,RPUOMLSKJIGGFJE09CC,路竹區,821,土地,A,中華段856地號,,,,1,0,0,78.91,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.9,0.0,0.0,含增建或未登記建物。；承租未保存登記建物約30坪,2022-01-01 00:00:00+00:00,,,
1493,E,2021-11-17 00:00:00+00:00,RPOOMLSJKIGGFLE68CC,大寮區,831,土地,A,翁公園段二小段5805地號,,,,1,0,0,85.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.3,0.0,0.0,含增建或未登記建物。；實際承租地坪約85坪，未保存登記建物約68坪,2022-01-21 00:00:00+00:00,,,
1494,E,2021-11-17 00:00:00+00:00,RPSOMLSKJIGGFIE78CC,鳥松區,833,土地,A,大fbec腿段1462-3地號,,,,1,0,0,70.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.5,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為70坪2. 承租未保存登記建物約為60坪,2022-01-01 00:00:00+00:00,,,
1495,E,2021-11-18 00:00:00+00:00,RPSNMLTKJIGGFJE88CC,湖內區,829,土地,A,圍子內段4086地號,,,,1,0,0,167.89,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.7,0.0,0.0,含增建或未登記建物。；承租未保存登記建物約40坪,2022-01-01 00:00:00+00:00,,,
1496,E,2021-11-18 00:00:00+00:00,RPSRMLPKKIGGFDE38CC,三民區,807,土地,A,獅頭段一小段1444-1地號,,,,1,0,0,35.0,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.0,0.1,0.0,含增建或未登記建物。；,2022-02-01 00:00:00+00:00,,,
1497,E,2021-11-19 00:00:00+00:00,RPXNMLNJKIGGFIE68CC,仁武區,814,土地,A,豐禾段564地號,,,,1,0,0,30.25,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.0,0.1,0.0,租賃部分面積 100平方公尺。含增建或未登記建物。,2022-01-21 00:00:00+00:00,,,
1498,E,2021-11-22 00:00:00+00:00,RPPRMLPKKIGGFEE18CC,左營區,813,土地,A,新庄段八小段32地號,,,,1,0,0,52.93,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.0,0.1,0.0,,2022-02-01 00:00:00+00:00,,,
1499,E,2021-11-22 00:00:00+00:00,RPQOMLPLJIGGFIE38CC,仁武區,814,土地,A,豐禾段249地號,,,,2,0,0,289.06,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.5,0.0,0.0,含增建或未登記建物。；,2022-01-11 00:00:00+00:00,,,
1500,E,2021-11-22 00:00:00+00:00,RPQRMLPKKIGGFEE28CC,左營區,813,土地,A,新庄段八小段32地號,,,,1,0,0,17.64,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.7,0.2,0.0,,2022-02-01 00:00:00+00:00,,,
1501,E,2021-11-24 00:00:00+00:00,RPXNMLOLKIGGFEE58CC,左營區,813,土地,A,福山段565地號,,,,1,0,0,388.31,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,15.7,0.0,0.0,,2022-02-11 00:00:00+00:00,,,
1502,E,2021-11-25 00:00:00+00:00,RPUNMLTJKIGGFAE18CC,鼓山區,804,土地,A,龍華段三小段700地號,,,,1,0,0,9.08,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,0.5,0.1,0.0,含增建或未登記建物。；,2022-01-21 00:00:00+00:00,,,
1503,E,2021-11-25 00:00:00+00:00,RPUOMLTLJIGGFCE58CC,前鎮區,806,土地,A,仁愛段398-27地號,,,,4,0,0,17.94,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.0,0.1,0.0,,2022-01-11 00:00:00+00:00,,,
1504,E,2021-11-25 00:00:00+00:00,RPWOMLOKKIGGFFE58CC,岡山區,820,土地,A,大德段64地號,,,,3,0,0,144.89,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,9.0,0.1,0.0,含增建或未登記建物。；目前建照正在申請中租期為10年又半個月租金調整111年1月16號~111年1月31號租46452111年2月1號~112年1月31號租90000112年2月1號~113年1月31號租10萬113年2月1號~115年1月31號租11萬115年2月1號,2022-02-01 00:00:00+00:00,,,
1505,E,2021-11-26 00:00:00+00:00,RPROMLSJKIGGFLE98CC,大寮區,831,土地,A,大寮段芎蕉腳小段1872地號,,,,1,0,0,50.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.8,0.0,0.0,含增建或未登記建物。；實際承租地坪約50坪，未保存登記建物約45坪,2022-01-21 00:00:00+00:00,,,
1506,E,2021-11-29 00:00:00+00:00,RPSNMLQJKIGGFFE18CC,梓官區,826,土地,A,典寶段933地號,,,,1,0,0,30.25,,,特定農業區,11,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.5,0.0,0.0,含增建或未登記建物。；承租地坪約30坪，承租未保存登記建物約30坪,2022-01-21 00:00:00+00:00,,,
1507,E,2021-11-29 00:00:00+00:00,RPVNMLKMJIGGFIE38CC,鳥松區,833,土地,A,美山段416地號,,,,1,0,0,240.0,,,一般農業區,12,農牧用地,05,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.5,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為240坪2. 承租未保存登記建物約為195坪,2022-01-11 00:00:00+00:00,,,
1508,E,2021-11-30 00:00:00+00:00,RPTOMLNJKIGGFIE38CC,鳥松區,833,土地,A,崎子fbec段1372地號,,,,1,0,0,160.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.2,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為160坪2. 承租未保存登記建物約為120坪,2022-01-21 00:00:00+00:00,,,
1509,E,2021-12-01 00:00:00+00:00,RPOOMLQJKIGGFIE18CC,仁武區,814,土地,A,澄合段225-1地號,,,,1,0,0,119.74,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.0,0.0,0.0,土地用途僅供停車、簡易廁所或休息室使用；租約有經公證；每年度調整租金。,2022-01-21 00:00:00+00:00,,,
1510,E,2021-12-02 00:00:00+00:00,RPPOMLKLKIGGFLE18CC,大寮區,831,土地,A,山子頂段3315地號,,,,1,0,0,468.88,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,9.0,0.0,0.0,含增建或未登記建物。；含稅金。租賃部分面積1550平方公尺。,2022-02-01 00:00:00+00:00,,,
1511,E,2021-12-02 00:00:00+00:00,RPPOMLQJKIGGFIE28CC,鳥松區,833,土地,A,美山段1011-5地號,,,,1,0,0,110.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.8,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為110坪2. 承租未保存登記建物約為100坪,2022-01-21 00:00:00+00:00,,,
1512,E,2021-12-03 00:00:00+00:00,RPPNMLOJKIGGFIE97CC,仁武區,814,土地,A,仁營段964-4地號,,,,1,0,0,165.77,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,5.5,0.0,0.0,地上的廠房沒有登記,2022-01-21 00:00:00+00:00,,,
1513,E,2021-12-06 00:00:00+00:00,RPPNMLLMKIGGFAE17CC,鼓山區,804,土地,A,龍中段145地號,,,,1,0,0,740.07,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,62.0,0.1,0.0,,2022-02-11 00:00:00+00:00,,,
1514,E,2021-12-06 00:00:00+00:00,RPTOMLTJKIGGFEE58CC,楠梓區,811,土地,A,藍田東段46地號,,,,1,0,0,460.46,商業區,02,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,23.0,0.0,0.0,含增建或未登記建物。；,2022-01-21 00:00:00+00:00,,,
1515,E,2021-12-07 00:00:00+00:00,RPTPMLSJKIGGFIE98CC,仁武區,814,土地,A,仁新段984地號,,,,1,0,0,200.0,其他,99,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.0,0.0,0.0,含增建或未登記建物。；1. 實際承租地坪約為200坪2. 承租未保存登記建物約為180坪,2022-01-21 00:00:00+00:00,,,
1516,E,2021-12-08 00:00:00+00:00,RPSOMLTJKIGGFIE88CC,仁武區,814,土地,A,澄清段66-5地號,,,,1,0,0,145.15,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,4.0,0.0,0.0,含增建或未登記建物。；,2022-01-21 00:00:00+00:00,,,
1517,E,2021-12-08 00:00:00+00:00,RPUOMLTJKIGGFIE09CC,仁武區,814,土地,A,慈惠段808-8地號,,,,1,0,0,251.14,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,3.5,0.0,0.0,,2022-01-21 00:00:00+00:00,,,
1518,E,2021-12-10 00:00:00+00:00,RPQNMLSJJHHGFIE38CC,仁武區,814,土地,A,豐禾段423地號,,,,1,0,0,40.23,住宅區,01,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,2.3,0.1,0.0,含增建或未登記建物。；租部分面積133平方公尺,2022-02-21 00:00:00+00:00,,,
1519,E,2021-12-12 00:00:00+00:00,RPQOMLKLKIGGFGE77CC,鳳山區,830,土地,A,過埤段274-1地號,,,,1,0,0,40.0,農業區,09,,,,,,0,N,0,N,其他,99,,,,,,,0.0,0,0,0,Y,N,,,,0.0,1.8,0.0,0.0,含增建或未登記建物。；實際承租地坪約40坪，未保存登記建物約35坪,2022-02-01 00:00:00+00:00,,,
